"tweet_id","text","label"
"1303018006096814082","""what the f--- are we doing that for? guy was a f---ing loser,"" @USER reportedly said after us flags were lowered to half-staff out of respect for mccain. this is what #trumpisatraitor really thinks about our  #vetsagainsttrump #joebiden #joebidenkamalaharris2020","AGAINST"
"1302116031440117760","this is how a president is supposed to address the men and women who serve or served in the united states millitary! not calling them losers, suckers, not saying that he likes people who weren’t captured. not firing hero ships captains, nor making a ship hide its name!
#voteblue! HTTP","AGAINST"
"1297728247564771328","@USER thank you for all your hard work for america! we will miss you. #familyfirst #strongwoman #maga","FAVOR"
"1300376935944597512","#vote as if you’re not an asshole #voteblue2020 HTTP","AGAINST"
"1300218366062403585","@USER president trump is not even a true republican. he is more akin to an authoritarian. he ran under the party affiliation, and has abandoned its values and principles. thank you to the republicans who vote for democracy and principles.

#voteforjoenoonewillknow
#biden2020","AGAINST"
"1299469998738432000","@USER @USER the difference is like red and blue! #trump2020","FAVOR"
"1287903129057591296","@USER don't forget the thing about deductions for businesses for meals! for all those closed restaurants. and the other ones that force workers back to catch covid and then can't sue for unsafe working conditions. omg, cruelty is the point. @USER @USER #voteblue","AGAINST"
"1239345346079326208","#demdebate just popping in to mention how much @USER sucks.
public networks should be the only stations allowed to host debates. especially at this stage.
access to all voters.
#democraticdebate #demdebate2020","NONE"
"1311239116097454080","@USER bill barr is simply an extension of donald trump.","NONE"
"1288542992031051776","@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you.
#ifbap
#maga 
#kag","NONE"
"1299143186611400706","@USER day 4
#rncconvention #rncconvention2020 

the land of greatness
🇺🇸🇺🇸🇺🇸🇺🇸
#trump2020 #kag#magaa 
HTTP","FAVOR"
"1311196275560402944","@USER last 12 years of obama and trump administrations, america was caught between conservative  evangelical ideals of fear of the unknown (from within). 

liberal ideals based on world order obsession of policing the world.

both seems to have backfired and destroying america.","NONE"
"1311227060019433472","@USER the problem seems to be beyond mere control and discipline. trump is not fit for polite society. if he's allowed out- he must be placed on a leash, straight jacketed and muzzled. for any future ""debates"" audience must be forewarned with an x rating. nobody under 18 is allowed in.","AGAINST"
"1304164001610452992","@USER @USER mitt romney has little skill?
you bankrupted 6 companies
you lie daily

#trumpisaloser 
#trumpisafailure 
#voteblue2020","AGAINST"
"1217285286209761280","childcare does cost too much. #demdebate","NONE"
"1302462920274718720","@USER let's make sure that state attorney generals (etc?) know to investigate donald trump &amp; his family for misappropriating funds from campaigns for their legal fees, since the trumps didn't learn their lesson after using their ""charity"" as a piggy bank. #donaldtrump #grifter #scam","AGAINST"
"1302593437036883968","this is a great idea! let whiny ass liberals try their socialist, pc, cancel culture utopia in fucktardistan. dont come crying when it fails 🤣 #democratsaredestroyingamerica #maga HTTP","FAVOR"
"1311164112836071424","@USER this election is about decency versus indecency.

#debates2020 
#bidenharris2020","AGAINST"
"1305154772765487105","@USER donny is doing bigly work in #la. 
you must be mistaken.

@USER #resist #voteblue 
@USER 
#flushtheturd","AGAINST"
"1291421928943759366","@USER totalitarian state of california. #walkawayfromdemocrats #trump2020","FAVOR"
"1288260897379508225","bill hagerty staffer allegedly ran coronavirus test kit scam
#tnsen
#americafirst
#trump2020  HTTP","FAVOR"
"1311102809165701120","@USER is there anything to convince me to not vote libertarian? will biden mention yang, support repeated direct cash payments, or denounce changing the supreme court? will trump commit to upholding the election and being willing to leave peacefully?","NONE"
"1293522690846883840","@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thanks anthony! ifbap! 
🇺🇸 #maga 🇺🇸","FAVOR"
"1293238271020077057","@USER liar liar liar liar liar liar
the house passed the heroes act on may 15th &amp; you #moscowmitch said there wasn't an urgent need so you did nothing for over 76+days
you &amp; the #gop are defunding the police, schools, cities &amp; states !!! 
btw how was your long weekend 

#gopbailoutscam","AGAINST"
"1311043194520559616","for everyone 1 car a trump supporter has gotten hit by
5 have ran through blm protests 
the need to feel oppressed is real from magalots","AGAINST"
"1296348188790726656","@USER @USER biden’s  favorite movie #biden2020 HTTP","AGAINST"
"1299172047331917824","omg it sounded so much like he said “donor”, not “daughter” - and i think that speaks for itself. #rnc2020","NONE"
"1295865560144785408","watch: in yesterday’s #demconvention pre-show, @USER went over the 3 ways you can vote in nevada. 

how you vote is your choice. but no matter what, do it early. HTTP","NONE"
"1302045365605003264","the federal reserve’s new monetary policy framework: a robust evolution. #makeamericagreatagain #keepamericagreat HTTP","FAVOR"
"1311199735085236224","@USER today biden showed himself too weak to be a world leader. trump was the fighter we need as a president. i'm more confident now more than ever in voting for trump","FAVOR"
"1311095098910937089","my dad died 26 years ago today. i was 5 months old the first time he saw me. he was a a hospitalman in the navy in wwii, then attached to the marines as a corpsmsn and called back to fight in the korean war. when i cast my vote for joe biden, it will be for my dad.","AGAINST"
"1304477240483147776","and if this doesn't speak to the intelligence of a trump voter i don't know what does.  #bluewave2020 #biden2020 HTTP","AGAINST"
"1293912184578220032","mark my words, it's going to be #trump2020 once again.

#kamalaharris &amp; #democrats have no chance.

#uselection2020","NONE"
"1299147006653366277","ah yes, trump ""convinced"" him to switch parties. i'm sure there's nothing compromising there or anything, van drew. #rnc2020 #trumpchaos","AGAINST"
"1298580174607470592","when will #pelosi or the #democrats denounce the beatings, robberies, murders, hate crimes and rioting that are happening in #democrat run cities? #callitout","NONE"
"1295425078327488513","@USER please watch my video, patriots. help me grow and contribute to fight of vanquishing the leftist blight. #maga HTTP","FAVOR"
"1225245114349629442","@USER @USER exactly where garage belongs. #votebluetosaveamerica","AGAINST"
"1296276053116088320","“donald trump's ignorance and incompetence have always been a danger to our country. covid-19 was trump's biggest test. he failed miserably,” sen. elizabeth warren says during the #demconvention. HTTP","AGAINST"
"1311179712904007681","i really am firm on the fact that the debate was shit show, and that we’re doomed either way. both trump and biden are fucking idiots.","NONE"
"1237140205955510272","@USER @USER @USER hmmm so why not even one conviction? are you incompetent, lazy or both or just blowing smoke? meanwhile, you’re taking my property without compensation: america’s hostages: #fanniegate: the long gse wail continues... HTTP","NONE"
"1311186128695951360","@USER you're just saying that because he is anti-turkey. i love turkey, but it isn't the only country in the muslim world. plus, trump's foreign policy team like pompeo are anti turkey anyway. so the difference would be slight in regards to turkey, but major in regards to elsewhere.","AGAINST"
"1293918598424145920","@USER @USER are you sure or is it jill they are speaking to! #trump2020","FAVOR"
"1294754613867032580","want proof voter fraud really exists? here's plenty of evidence HTTP","FAVOR"
"1296234548972453889","@USER @USER @USER @USER sounds just like me. i’ll give you some good advice on a good team to follow. feel free to keep the below picture. go big orange!  #kag HTTP","FAVOR"
"1293318018160906240","yes!! go #kamalaharris! #restoredemocracy #democracy #america #impeachtrump #dumptrump #nevertrump #donaldtrump #trumpisajoke  #kamalaharris2020 @ south lake tahoe, california HTTP","AGAINST"
"1303802581697921024","@USER complicit sycophant @USER.  the hell with america as long as they have power!  #votebluetosaveamerica","AGAINST"
"1298070716475224066","@USER yes sir 🙏🏻🇺🇸🙏🏻🇺🇸🙏🏻🇺🇸 thank you #4moreyears #trump2020 #maga","FAVOR"
"1296276961552211969","“he has no interest in treating the presidency as anything but one more reality show that he can use to get the attention that he craves. he hasn’t grown into the job, because he can’t. the consequences of that failure are severe.” - barack obama #bidenharris2020 #demconvention","AGAINST"
"1230329408269045761","@USER is owning the stage tonight! i would love to see her take on trump! #demdebate #presidentwarren","AGAINST"
"1275436600734806017","@USER @USER to primary voters in all districts i believed you should vote your heart not the party line in the primary. but vote blue no matter who in november. if you candidate moves forward, i give him or her my full support. if not make sure to vote blue on 11/3 #votebluetosaveamerica","AGAINST"
"1289690820174417920","@USER nothing, absolutely nothing that comes out of trump’s mouth or any of his bootlickers would make me change my mind. i am voting for joe biden #biden2020","AGAINST"
"1300793046964072454","6 #democratic mayors in #minnesota endorse #trump for reelection HTTP","FAVOR"
"1289789122299609095","@USER it 's like having stephen hawking teaching a class about black holes in general relativity at a middle-school and one 9 year-old kid screams from the back: ""wrong!!!""

#trump2020landslide #covidiot #voteblue #election2020 #voteforourlives @USER #votejoebidentosaveamerica","AGAINST"
"1292231033572777986","mass shooting exist as raw material to blame 'white racism' &amp; by association all white people...how do i know??? mass shootings are a bl*ck thing  #colinflaherty #maga #americafirst
HTTP","FAVOR"
"1311058425216786433","@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you so very much for the mention rene!!!! 🌊💯🌊
join #tmresist to get on the lists for all #resisters, #bluewave #blm, #fbrparty etc!!!! dm me if you’re interested and know how to make lists🌊🌊🌊🌊","AGAINST"
"1288964438712754179",".@USER @USER @USER @USER someone needs to explain to @USER his current term ends at noon et wednesday january 20, 2021. his term doesn’t extend beyond that time just because he sabotages the #2020election in november.","AGAINST"
"1304647180167393280","@USER @USER have a listen to what #donaldtrump said 19 years ago.

#trumpknew HTTP","NONE"
"1234467880378544131","@USER @USER @USER they're not going to win this election regardless of what they do.
#votebluetosaveamerica
#bidenbeatstrump 
#bidenforpresident 
#trumpnotfitforoffice 
#dementiadon","AGAINST"
"1299160728939696130","rudi was on fire 🔥🔥🔥🔥 #rnc2020 #rudygiuliani","NONE"
"1310971221065052161","@USER yes, you and 317 others including joe biden. nobody cares. you’re not getting it. HTTP","AGAINST"
"1296164379596136448","@USER ... right????? it’s #mama .... not “momma”...
it’s “ m a m a “!!!!  you are doing a great job, though!!!!  #bidenharris2020 #demconvention","AGAINST"
"1295920186617262080","@USER “eternal viligence is the price of democracy.” (#thomasjefferson) #voteblue2020","AGAINST"
"1295936927758262272","@USER who cares what slick willie says? he should be in jail! why aren’t you writing about this?  #trump2020 #voteredtosaveamerica #slickwillie #maga HTTP","FAVOR"
"1289239237976420353","⁦@USER⁩ raises record-breaking $39.5 million for #democrats as election approaches. #votebluetoendthisnightmare #biden2020  HTTP","AGAINST"
"1280522643083534337","@USER who knows? she is silent except for her own distorted narrative. silence = complicity. be gone, susan collins. #notmysenator #votebluetosaveamerica","AGAINST"
"1305238289813770240","@USER @USER @USER @USER you got me figured out. go ahead vote for biden. go back to sleep we’ll wake you up in january... or maybe you’ll                  “threaten” to leave the country again. or get some crayons and a puppy to make you feel better. #trump2020","FAVOR"
"1300892296796352518","@USER yes! we will rise like the pheonix from the ashes left behind by trump and his corrupt #gop","AGAINST"
"1301199333749141506","@USER @USER bless your little heart..😂😂
#trump2020","FAVOR"
"1298064098622681088","the parade of trailer dwellers continues... #racistnationalconvention #rnc2020","NONE"
"1263559641453211651","@USER this former republican tx veteran and her family will be voting for tx veteran @USER to boot @USER’s crime enabler &amp; ventriloquist dummy @USER from @USER moscow mitch’s corrupt @USER.

#flipthesenateblue #tx #sc #ky #co
🇺🇸#votebluetosaveamerica‼️ HTTP","AGAINST"
"1304150372123115521","“war cannot be waged without hating the enemy.” – @USER #makeamericagreatagain","FAVOR"
"1311102552377708545","@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER did they? hilarious!","NONE"
"1256626540818731008","while we’re vetting tara reade’s claim which is important to do once and for all, let’s also vet the 16+ sexual assault claims against president trump.  

fair is fair. 

we must not have a repeat of the “oh but her emails” in 2016. 

we must know all the facts. 

#2020election","NONE"
"1311108305595572225","just remember that joe biden made animal crossing merch! trumps not a gamer trump sux","AGAINST"
"1289932347014610945","@USER seriously? so you  have nothing to think, write or say. this is such #gop thinking. nothing, nada. rien. #votebluetosaveamerica2020","AGAINST"
"1303085576544022529","@USER @USER because he won and beat hillary!  #trump2020","FAVOR"
"1311081033568260096","hey trump supporters. i found a picture of joe biden’s illegal hearing device. sources, who prefer to remain anonymous, say you should watch for it tonight. #maga2020 HTTP","FAVOR"
"1299721194338504704","@USER gave me the chills too... watching it back again and reliving that sinking feeling. heartbreaking..  but never again! we can’t let it happen again. 

#votebluetosaveamerica 
#votebluetoendthisnightmare","AGAINST"
"1298445087886761984","#rnc2020 #foxrnc #oann #rncconvention2020 
excellent combos of feels and counterpunching.","FAVOR"
"1293662514845224965","@USER @USER @USER uh, he’s a tow truck driver. not necessarily employed by the #usps, he’s allowed to express his wishes for the election process. if there is any stealing going on it’ll likely by dems, they have a history of it. #trump2020","FAVOR"
"1288131552954785793","@USER he has no plans. until we identify his handler, we have no idea who is really running. #biden2020","NONE"
"1310970068344373250","@USER @USER 👍🏼. biden will be cheating!","NONE"
"1230322298378489856","this is a blood bath. #democraticdebate","NONE"
"1310975418342748165","dinner recommendation ahead of tonight's presidential debate: old school american ""sloppy joe"" burgers.😉 #debates2020 #election2020 #bidenharris2020 HTTP","NONE"
"1297339869748920321","i hope @USER #sexcapade with @USER was worth it. #donaldtrump is still paying for that #wap 
#sunshine HTTP","NONE"
"1297171669061005312","we deserve a president who will take action on #covid19 restore our image abroad, protect and expand affordable health care, and fight for us no matter what the situation. #bidenharris #biden2020 HTTP","AGAINST"
"1280271808420175872","we are the united states of america!! we should turn against each other! #votebluetosaveamerica #americafirst","AGAINST"
"1295535409871560704","there. is. no. comparison. between. the. compassion. of. joe. biden. and. the. lack. of. it. in. donald. trump. #demconvention","AGAINST"
"1296643137654255617","this guy is an idiot.  his words are empty. #demconvention #joebiden2020","AGAINST"
"1311139539482742785","jamming out to ‘be with you’ on @USER music. #stream on spotify today!

#ebay #book #musicmonday #musicislife #trump2020 #bidenharris2020 #american #wherewearetoday #togetherwerise2020 #bewithyou #cometogether #bromance 

HTTP","NONE"
"1290642118545825792","@USER @USER happy birthday 🎂
🇺🇸president obama🇺🇸
we miss you ✌️😷🐾

#voteblue2020 HTTP","AGAINST"
"1311174281821401088","@USER @USER @USER don't blame ur watered down conservative values on @USER. true #republicans vote straight party regardless of who is on the ballot bcuz we support &amp; have faith in the party itself... not just the candidate. so admit it... u were never part of our #gop.  #demfacts","NONE"
"1301496873388249090","only 61 days...4 hours...36 minutes and 10 seconds until the election!!

but who's counting, eh?

today's truths:

senate gop still refuse to pass the heroes act.

no matter what trump says...attempting to vote twice is a felony.

#voteblue2020","AGAINST"
"1288257994275221504","@USER @USER @USER who voted this traitor in office? more sorros paid puppets? a.o.c as well?
#draintheswamp
#trump2020","FAVOR"
"1301272511070560258","@USER @USER @USER @USER @USER @USER there was an election yesterday.  #northhampton and #amhurst are the blue baize of american liberalism. it is representated by @USER-

he was challenged on the left.
&amp; won

the left is loud but not in control of the #democrat 

HTTP","NONE"
"1296264255239528448","hillary came with the punches. 🥊#demconvention","NONE"
"1298229713970831361","#rnc2020: if trump wasn’t pres, america’s covid-19 response would have been worse. all the other countries in the world are better off than the us rn. they don’t have dt though 🤔 how are they doing it? #rnchaos #pleaseexplain","AGAINST"
"1300957878719832064","four more years!!! #maga HTTP","FAVOR"
"1293968071552573442","so is anyone else getting the pop up menu when going to post a comment to revise-delete-or send? or is it just me and my wonderfully colorful vocabulary? #bidenharris2020 #votebluetosaveamerica #trumpvirusdeathtoll167k  #trumpkillsusps  #voteoutcorruptgop","AGAINST"
"1239348292229582848","@USER (in essence) just said that nothing’s changing with the economic system under his watch! #demdebate","NONE"
"1217310645663797249","breaking: 'black face,virginia democrat governor ralph northam to declare emergency banning all guns from state capitol grounds'. y'all better wake up va!  HTTP","NONE"
"1230325168515346432","damn. getting bloody up there... #demdebate","NONE"
"1289354722734817280","@USER it. won’t. matter. 

#dumptrump","AGAINST"
"1286719795182874624","with all of these #rioters committing violent acts, i.e. burnings, lootings, destroying property, why is it there are no #democratic #politicians publicly condemning these acts ? 🤔 hmmm maybe it’s because they endorse the violence.","NONE"
"1232494284311388160","the revolutionary politics of the 60s are good! stfu cia stooge #demdebate","NONE"
"1288228942567092227","@USER we love you!! watching now about faucchi. we love our president!!  thank you for your service to our country in this critical time!!  #trump2020","FAVOR"
"1311198097230508034","@USER @USER @USER yes. a very sad day for america among many since trump stole office.","AGAINST"
"1294383813087256576","just landed in new york to see my brother, robert. we’re going for new york on november 3rd. we’re going to reduce taxes, increase law enforcement, and bring it back big time! #maga HTTP","FAVOR"
"1299424850700914688","@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER followed all! you’re up, follow back! #voteoutthegop #fbr #fbrparty #vote2020 #resist #resistance #voteblue #votebluein2020 don’t forget to rt and oh yeah #fucktucker HTTP","AGAINST"
"1311082540850130948","@USER @USER i’m with him. he’s had plenty of time to get it done. if biden wins the whole investigation will be over and swept under the rug. it will never see the light of day","NONE"
"1311133036025655297","so trump just said he urges his supporters to vote but won't urge them to stay calm! what in the actual fuck #presidentialdebate2020","AGAINST"
"1232487569465602048","bloomberg, a naked cowboy???? huh????? #demdebate","NONE"
"1311216705423552513","@USER so the debate was kind of a draw, misses on both sides?? trump was an utterly unhinged human being. it's ludicrous to describe that like they were both responsible.","AGAINST"
"1298095467327188993","@USER look at at little jimmy squirming because he knows he's going to get four more years of trump #trump2020  #snowflake #maga2020 #trump12moreyears","FAVOR"
"1292495286317842433","@USER we all are. twitter is shutting down gifs too. #trump2020","FAVOR"
"1296281258083876864","""there is no vaccine for racism"" 🗣🗣🗣🗣🗣🗣 #demconvention #blacklivesmatter","NONE"
"1295927453920006144","#rnc2020 will have kid rock leading a band with mike huckabee on bass, ted nugget on guitar, and a racist drum machine.","NONE"
"1299412403499732995","@USER i’d think all gop’d be careful about using the word ‘sleeping’ at all considering trump’s sleeping habits. stormy daniels first comes to mind, soon followed by karen mcdougal. and how about his adventures w/epstein &amp; maxwell?
#notmypresident
#bidenharristosaveamerica 
#voteblue","AGAINST"
"1311141299672821760","@USER no from me. 🗳🗳🗳🗳🗳🗳🗳
#bidenharris2020 
#bidenharris 
#bidenwonthedebate  
#bidenharrislandslide2020","AGAINST"
"1299757706484555776","@USER you never speak of uniting the country. you're an angry, racist man who doesn't have the courage to serve his country but wants to destroy it. you're calling for all the kyle rittenhouse's to intimidate good americans. b/c it's all about race. you want a white america. #voteblue","AGAINST"
"1287442341758820352","@USER next thing you know, biden will be saying that covid-19 will just go away, and suggesting the injection of bleach!

#donaldtrump #donaldtrumpisruiningourcountry 

HTTP","AGAINST"
"1311240026991329281","@USER @USER voting red, because there is nothing i like about democrats, but this debate was crap. i understand why trump was aggressive, didn't play well. biden isn't innocent, he was taking snide shots. neither told the ppl anything. wallace was disgusting. all get fs","FAVOR"
"1299166689716830208","this is easily the most important night of the #rnc2020 for anyone on the fence with their vote to watch. the testimonies tonight have been eye opening &amp; you will need kleenex. #rncconvention2020 #trump2020 #maga #keepamericaamerica #trump2020landslide #walkawayfromdemocrats","FAVOR"
"1311100627913760768","@USER so am i!!! this republican is ridin’ with biden!","AGAINST"
"1299315536480923650","how donald trump bankrupted his atlantic city casinos, but still earned millions -  HTTP

the loser bankrupted a casino and now he's morally bankrupting america.  #bidenharrislandslide2020 #biden2020tosaveamerica #bidenharris2020 #trump2020","AGAINST"
"1291206251075047431","@USER i am not able to see news and trends. we have 89 days to #vote – #voteblue actually, need to know what’s trending. #help","AGAINST"
"1296839097999413248","@USER @USER that's cute. #trump2020","FAVOR"
"1311185737774108673","@USER @USER trump said ""i'm happy to do that"". he tried to get wallace to name them but as far as i can tell, he didn't.","NONE"
"1301352738438238209","@USER a disgrace to the profession. #sad #trumpliesamericansdie #trumpknewanddidnothing #trumpchaos #trumpisunwell #votebluetosaveamerica #votebiden #bidenharris2020landslide","AGAINST"
"1258818913653014528","HTTP

#voteblue #voteblue2020 #votebluenomatterwho #votebluelikeyourlifedepends 
#votebluetoendthisnightmare 
#votebluetosaveamerica 
#votebluetosavetheplanet 
#votethemout 
#votelikeablackwoman come on lets  go! #vote @USER","AGAINST"
"1296435794975096834","@USER @USER trump's performance as president is sufficient to motivate republicans, independents and non-voters to go to the polls to vote for vp joe biden and senator kamala harris.

thanks for explaining why .. 

#bidenharris2020 
#trumpisacompletefailure #trumpmeltdown #dumptrump","AGAINST"
"1298057124023382016","i can't stand all these assholes burning the american flag.  
#blm #blacklivesmatter #bidenharris2020 #trump2020","NONE"
"1300966406582939650","@USER say what, you hypocrites!! lockdown for everyone but you! businesses dying in your district! #democratsaredestroyingamerica #pelosimustgo #pelosiblowout #pelosi #democrat","FAVOR"
"1296282919225434112","wife has the #democraticnationalconvention in the other room.  heard parts of what #heelsupharris had to say. the outright lies that spew from her mouth are mind boggling. i was waiting for lightning to strike her down. #lyingdemocrats","NONE"
"1230331215871447043","the other candidates are all treating bloomberg like the kid at school everyone hates lol #demdebate","NONE"
"1311243315581386752","@USER @USER @USER it was a good night for biden politically. trump needed to make up a lot of ground. although trump played to his base he certainly won't have made up any ground on this performance. probably lost some more.","AGAINST"
"1311211713685983232","@USER @USER two liars, trump and issa.  you weren’t even witnessing the debate the rest of us saw.  one with a man who should be president and the other a raving lunatic psycho.","AGAINST"
"1304651097760362496","@USER @USER @USER @USER @USER i thought you said you do not have paid actors at your rallies?HTTP","AGAINST"
"1311107274040127492","@USER biden is elizabeth warren if you wish it hard enough.","AGAINST"
"1286495756996796416","@USER @USER look, he *might* be right...but, there's only *one* way to probe him wrong:

#votebluenomatterwho!","AGAINST"
"1299345122564300800","antoine tucker ...a real #patriot and #conservative running for congress in ny

@USER #votered2020removeeverydemocrat
HTTP","FAVOR"
"1303473007004876801","""these screaming, burning maniacs are #joebiden's supporters. if he wins, they will be in charge of your government."" -@USER 

#democratsareadisgrace #trump2020tosaveourcountry #winstonsalem #northcarolina @USER","FAVOR"
"1288618428836839424","@USER your absolutely right brit and here's your answer.  they would have to be a true patriot to our usa the constitution/ bill of rights just like our potus trump and family and millions of americans that will re-elect our potus, take the house, keep the senate &amp; roll on #maga","FAVOR"
"1287873251209699328","#thebeat #foxnews #cnn #maga 
.
.
.
.
.                   happy warrior #trump
.           returns to entrenched bunker HTTP","NONE"
"1295736715362148353","new: the revamped #demconvention will alter another tradition tonight when the roll call vote to nominate biden will be held w/ people from all 57 states &amp; territories appearing virtually.

former opponents and activists will be featured.

here's the list: HTTP","NONE"
"1311400898644586496","26.) support the diverse needs of survivors of violence against women
27.) protect and empower immigrant women
28.) lead the global effort to end gender-based violence
29.) end capital punishment
30.) end federal private prisons

#whyimvoting #joebiden","AGAINST"
"1295767475192242176","from michelle obama's speech to calls to carry on the fight for justice from the relatives of #ericgarner and #georgefloyd, here are some memorable moments from the first night of the #dnc 👇🏾  HTTP","NONE"
"1303531119179108352","@USER can someone in #maga post the ""we love you"" video from today please? #trump2020landslide #trump2020 #votetrumptosaveamerica HTTP","FAVOR"
"1293217223977435136","excellent piece by ⁦@USER⁩ taking to task the #nevertrump grifters.  HTTP","NONE"
"1239339235959885826","⚡️ fact-checking the eleventh democratic presidential debate

#demdebate 

HTTP","NONE"
"1303685517947604993","if donald trump was innocent regarding e. jean carroll, bill barr wouldn't need to step in. #evangelicalsfortrump and #maga are feverishly and blindly supporting a rapist. own those libs.","AGAINST"
"1310973044224151559","@USER @USER he can’t intimidate me or keep me from voting. i’d crawl across broken glass to vote for biden. it’s just sad and uncomfortable","AGAINST"
